District,Taluk,Area,DemandProducts,Cost_of_Living,Population,Avg_Income,Competition_Index,Footfall_Potential,AvgRent2BHK,MetroAccess,CrimeReportedCitywide,CrimeDetectedCitywide,AgeGroup,metro_binary,demand_token_count,success_score
Bangalore Urban,Bangalore East,Varthur Layout 10,"Real Estate, Restaurants, Education",90091,427135,43411,3,7638,,No,12627.0,3603 (28.5%),25-44,0,3,0.6129219793346723
Bangalore Urban,Bangalore East,Mahadevapura Main Road 10,"IT Parks, Electronics, Supermarket",60818,351490,48361,8,7511,,No,12627.0,3603 (28.5%),25-44,0,3,0.4720852512986309
Bangalore Urban,Bangalore West,Rajarajeshwari Nagar,"Cafe, Supermarket, Pharmacy, Electronics",65525,378266,36223,3,6420,,No,12627.0,3603 (28.5%),25-44,0,4,0.655732904022408
Bangalore Urban,Bangalore West,Kengeri,"Supermarket, Restaurant, Electronics, Pharmacy",39830,59974,22394,2,2205,,No,12627.0,3603 (28.5%),25-44,0,4,0.45004503451186395
Bangalore Urban,Bangalore West,Kengeri Satellite Town,"Grocery, Cafe, Furniture, Pharmacy",37429,389453,29056,3,407,,No,12627.0,3603 (28.5%),25-44,0,4,0.36607198822429377
Bangalore Urban,Bangalore West,Ideal Homes Township,"Supermarket, Pharmacy, Fitness",26893,36371,43380,6,7837,,No,12627.0,3603 (28.5%),25-44,0,3,0.5290256438097186
Bangalore Urban,Bangalore West,BHEL Layout,"Grocery, Electronics, Hardware",99909,327228,41035,2,3459,,No,12627.0,3603 (28.5%),25-44,0,3,0.4523304203769558
Bangalore Urban,Bangalore West,Kenchenahalli,"Grocery, Pharmacy, Cafe",67333,442845,45620,8,3276,,No,12627.0,3603 (28.5%),25-44,0,3,0.27684143193345523
Bangalore Urban,Bangalore West,Nayandahalli,"Automotive, Hardware, Restaurant",23436,202256,34877,1,1351,,No,12627.0,3603 (28.5%),25-44,0,3,0.36775018596722575
Bangalore Urban,Bangalore West,Deepanjali Nagar,"Grocery, Electronics, Pharmacy",94290,344060,74945,7,5466,,No,12627.0,3603 (28.5%),25-44,0,3,0.5146848916422851
Bangalore Urban,Bangalore West,Attiguppe,"Cafe, Bakery, Clothing Store",96213,93972,70316,2,1617,,No,12627.0,3603 (28.5%),25-44,0,3,0.48321788506003016
Bangalore Urban,Bangalore West,Chandra Layout,"Restaurant, Grocery, Pharmacy",25895,213259,79041,6,6326,,No,12627.0,3603 (28.5%),25-44,0,3,0.5986049649070598
Bangalore Urban,Bangalore West,Vijayanagar,"Clothing Store, Cafe, Jewellery",39738,295128,58404,2,5405,,No,12627.0,3603 (28.5%),25-44,0,3,0.6032671631534181
Bangalore Urban,Bangalore West,Hampinagar,"Electronics, Supermarket, Pharmacy",50746,315183,66824,2,9670,,No,12627.0,3603 (28.5%),25-44,0,3,0.8214023353555437
Bangalore Urban,Bangalore West,RPC Layout,"Grocery, Cafe, Fitness",69377,105431,68352,8,5969,,No,12627.0,3603 (28.5%),25-44,0,3,0.48076048721006326
Bangalore Urban,Bangalore West,Magadi Road,"Hardware, Automotive, Restaurant",68404,365835,45911,2,8139,,No,12627.0,3603 (28.5%),25-44,0,3,0.675108973872017
Bangalore Urban,Bangalore West,Kamakshipalya,"Industrial Supplies, Automotive, Grocery",74045,340750,47784,7,4991,,No,12627.0,3603 (28.5%),25-44,0,3,0.39073383458753064
Bangalore Urban,Bangalore West,Sunkadakatte,"Supermarket, Electronics, Furniture",117888,423832,18191,3,5092,,No,12627.0,3603 (28.5%),25-44,0,3,0.4059631915742914
Bangalore Urban,Bangalore West,Herohalli,"Grocery, Pharmacy, Restaurant",59790,384809,48160,8,2061,,No,12627.0,3603 (28.5%),25-44,0,3,0.23346830672709143
Bangalore Urban,Bangalore West,Ullal,"Grocery, Pharmacy, Cafe",25600,125373,40000,7,2963,,No,12627.0,3603 (28.5%),25-44,0,3,0.2726445408484597
Bangalore Urban,Bangalore West,Moodalapalya,"Grocery, Fitness, Cafe",114660,201144,54040,8,6703,,No,12627.0,3603 (28.5%),25-44,0,3,0.4584039656599901
Bangalore Urban,Bangalore West,Basaveshwaranagar,"Clothing Store, Jewellery, Cafe",113179,306718,79641,7,4667,,No,12627.0,3603 (28.5%),25-44,0,3,0.49766066724651037
Bangalore Urban,Bangalore West,Rajarajeshwari Nagar Extension 1,"Cafe, Supermarket, Pharmacy, Electronics",60764,416646,64723,6,6613,,No,12627.0,3603 (28.5%),25-44,0,4,0.6800019058591633
Bangalore Urban,Bangalore West,Kengeri Stage 1,"Supermarket, Restaurant, Electronics, Pharmacy",94543,270195,18631,7,4105,,No,12627.0,3603 (28.5%),25-44,0,4,0.36455992573578533
Bangalore Urban,Bangalore West,Kengeri Satellite Town Phase 1,"Grocery, Cafe, Furniture, Pharmacy",65714,163748,21172,5,9214,,No,12627.0,3603 (28.5%),25-44,0,4,0.6588297479172561
Bangalore Urban,Bangalore West,Ideal Homes Township Block 1,"Supermarket, Pharmacy, Fitness",76835,424032,57080,7,283,,No,12627.0,3603 (28.5%),25-44,0,3,0.2205915498210899
Bangalore Urban,Bangalore West,BHEL Layout Cross 1,"Grocery, Electronics, Hardware",93744,52733,38561,1,7855,,No,12627.0,3603 (28.5%),25-44,0,3,0.6656031534102794
Bangalore Urban,Bangalore West,Kenchenahalli Market 1,"Grocery, Pharmacy, Cafe",76491,236752,39817,1,3458,,No,12627.0,3603 (28.5%),25-44,0,3,0.4784791218738438
Bangalore Urban,Bangalore West,Nayandahalli Industrial Area 1,"Automotive, Hardware, Restaurant",38589,22050,35281,9,6715,,No,12627.0,3603 (28.5%),25-44,0,3,0.3568161570782622
Bangalore Urban,Bangalore West,Deepanjali Nagar Layout 1,"Grocery, Electronics, Pharmacy",63484,129996,43671,5,9690,,No,12627.0,3603 (28.5%),25-44,0,3,0.6418227315714777
Bangalore Urban,Bangalore West,Attiguppe Main Road 1,"Cafe, Bakery, Clothing Store",102989,53933,72275,5,6897,,No,12627.0,3603 (28.5%),25-44,0,3,0.6286331022390892
Bangalore Urban,Bangalore West,Chandra Layout Extension 2,"Restaurant, Grocery, Pharmacy",56212,44951,66431,3,8828,,No,12627.0,3603 (28.5%),25-44,0,3,0.7523404511205865
Bangalore Urban,Bangalore West,Vijayanagar Stage 2,"Clothing Store, Cafe, Jewellery",63525,52413,40364,5,7778,,No,12627.0,3603 (28.5%),25-44,0,3,0.5458100728396283
Bangalore Urban,Bangalore West,Hampinagar Phase 2,"Electronics, Supermarket, Pharmacy",67202,185873,71603,3,5798,,No,12627.0,3603 (28.5%),25-44,0,3,0.6397581709928883
Bangalore Urban,Bangalore West,RPC Layout Block 2,"Grocery, Cafe, Fitness",52635,206691,56674,9,1373,,No,12627.0,3603 (28.5%),25-44,0,3,0.20497694123078217
Bangalore Urban,Bangalore West,Magadi Road Cross 2,"Hardware, Automotive, Restaurant",83208,446129,77198,9,6753,,No,12627.0,3603 (28.5%),25-44,0,3,0.5177729835752763
Bangalore Urban,Bangalore West,Kamakshipalya Market 2,"Industrial Supplies, Automotive, Grocery",53828,394717,42425,6,1196,,No,12627.0,3603 (28.5%),25-44,0,3,0.23556471586755925
Bangalore Urban,Bangalore West,Sunkadakatte Industrial Area 2,"Supermarket, Electronics, Furniture",38711,453816,64927,1,9597,,No,12627.0,3603 (28.5%),25-44,0,3,0.8418283340878209
Bangalore Urban,Bangalore West,Herohalli Layout 2,"Grocery, Pharmacy, Restaurant",23420,208847,43602,7,9207,,No,12627.0,3603 (28.5%),25-44,0,3,0.5588387619565374
Bangalore Urban,Bangalore West,Ullal Main Road 2,"Grocery, Pharmacy, Cafe",116752,241888,38253,7,8102,,No,12627.0,3603 (28.5%),25-44,0,3,0.49028554359547627
Bangalore Urban,Bangalore West,Moodalapalya Extension 3,"Grocery, Fitness, Cafe",20301,281044,66399,4,4347,,No,12627.0,3603 (28.5%),25-44,0,3,0.5258344578077705
Bangalore Urban,Bangalore West,Basaveshwaranagar Stage 3,"Clothing Store, Jewellery, Cafe",65236,241165,38472,8,9320,,No,12627.0,3603 (28.5%),25-44,0,3,0.5134535602195794
Bangalore Urban,Bangalore West,Rajarajeshwari Nagar Phase 3,"Cafe, Supermarket, Pharmacy, Electronics",86235,263662,64230,6,5414,,No,12627.0,3603 (28.5%),25-44,0,4,0.6258006662905645
Bangalore Urban,Bangalore West,Kengeri Block 3,"Supermarket, Restaurant, Electronics, Pharmacy",74240,186472,23080,4,3454,,No,12627.0,3603 (28.5%),25-44,0,4,0.445519585369226
Bangalore Urban,Bangalore West,Kengeri Satellite Town Cross 3,"Grocery, Cafe, Furniture, Pharmacy",85726,417710,22099,4,370,,No,12627.0,3603 (28.5%),25-44,0,4,0.3071971699376621
Bangalore Urban,Bangalore West,Ideal Homes Township Market 3,"Supermarket, Pharmacy, Fitness",30492,231760,68078,2,1286,,No,12627.0,3603 (28.5%),25-44,0,3,0.4602669924181394
Bangalore Urban,Bangalore West,BHEL Layout Industrial Area 3,"Grocery, Electronics, Hardware",26102,142744,40431,2,6405,,No,12627.0,3603 (28.5%),25-44,0,3,0.5786066121385769
Bangalore Urban,Bangalore West,Kenchenahalli Layout 3,"Grocery, Pharmacy, Cafe",70336,371575,71492,4,2498,,No,12627.0,3603 (28.5%),25-44,0,3,0.46449405911487285
Bangalore Urban,Bangalore West,Nayandahalli Main Road 3,"Automotive, Hardware, Restaurant",105314,225763,46186,5,7095,,No,12627.0,3603 (28.5%),25-44,0,3,0.5381275801190537
Bangalore Urban,Bangalore West,Deepanjali Nagar Extension 4,"Grocery, Electronics, Pharmacy",46641,63001,62684,8,7399,,No,12627.0,3603 (28.5%),25-44,0,3,0.521629377343795
Bangalore Urban,Bangalore West,Attiguppe Stage 4,"Cafe, Bakery, Clothing Store",54584,87364,45111,6,4282,,No,12627.0,3603 (28.5%),25-44,0,3,0.38045397821149796
Bangalore Urban,Bangalore West,Chandra Layout Phase 4,"Restaurant, Grocery, Pharmacy",52745,407132,54851,4,2330,,No,12627.0,3603 (28.5%),25-44,0,3,0.3939207951879964
Bangalore Urban,Bangalore West,Vijayanagar Block 4,"Clothing Store, Cafe, Jewellery",43093,327172,78936,7,6611,,No,12627.0,3603 (28.5%),25-44,0,3,0.5798229735427504
Bangalore Urban,Bangalore West,Hampinagar Cross 4,"Electronics, Supermarket, Pharmacy",86105,258506,37614,8,228,,No,12627.0,3603 (28.5%),25-44,0,3,0.11339284308900999
Bangalore Urban,Bangalore West,RPC Layout Market 4,"Grocery, Cafe, Fitness",71885,248731,41724,2,9561,,No,12627.0,3603 (28.5%),25-44,0,3,0.7212570094983295
Bangalore Urban,Bangalore West,Magadi Road Industrial Area 4,"Hardware, Automotive, Restaurant",56631,450789,56991,7,3772,,No,12627.0,3603 (28.5%),25-44,0,3,0.37252293345459075
Bangalore Urban,Bangalore West,Kamakshipalya Layout 4,"Industrial Supplies, Automotive, Grocery",92991,151878,19940,2,9893,,No,12627.0,3603 (28.5%),25-44,0,3,0.6529600355539233
Bangalore Urban,Bangalore West,Sunkadakatte Main Road 4,"Supermarket, Electronics, Furniture",24014,406487,67423,2,4865,,No,12627.0,3603 (28.5%),25-44,0,3,0.6139752386945191
Bangalore Urban,Bangalore West,Herohalli Extension 5,"Grocery, Pharmacy, Restaurant",31093,207710,75920,8,4070,,No,12627.0,3603 (28.5%),25-44,0,3,0.426643765088329
Bangalore Urban,Bangalore West,Ullal Stage 5,"Grocery, Pharmacy, Cafe",38070,148301,43758,2,7645,,No,12627.0,3603 (28.5%),25-44,0,3,0.6453673382483609
Bangalore Urban,Bangalore West,Moodalapalya Phase 5,"Grocery, Fitness, Cafe",55777,408439,78530,9,5652,,No,12627.0,3603 (28.5%),25-44,0,3,0.47478433603062165
Bangalore Urban,Bangalore West,Basaveshwaranagar Block 5,"Clothing Store, Jewellery, Cafe",76958,180829,51224,1,727,,No,12627.0,3603 (28.5%),25-44,0,3,0.4026410818848277
Bangalore Urban,Bangalore West,Rajarajeshwari Nagar Cross 5,"Cafe, Supermarket, Pharmacy, Electronics",102074,54636,22788,9,6689,,No,12627.0,3603 (28.5%),25-44,0,4,0.43148851294993273
Bangalore Urban,Bangalore West,Kengeri Market 5,"Supermarket, Restaurant, Electronics, Pharmacy",30729,231169,43082,1,2144,,No,12627.0,3603 (28.5%),25-44,0,4,0.5568251826584442
Bangalore Urban,Bangalore West,Kengeri Satellite Town Industrial Area 5,"Grocery, Cafe, Furniture, Pharmacy",119713,199352,72751,2,2441,,No,12627.0,3603 (28.5%),25-44,0,4,0.6517179077194499
Bangalore Urban,Bangalore West,Ideal Homes Township Layout 5,"Supermarket, Pharmacy, Fitness",65017,306406,39034,6,5984,,No,12627.0,3603 (28.5%),25-44,0,3,0.4316393662163457
Bangalore Urban,Bangalore West,BHEL Layout Main Road 5,"Grocery, Electronics, Hardware",86320,362579,50479,6,8285,,No,12627.0,3603 (28.5%),25-44,0,3,0.5755561406592581
Bangalore Urban,Bangalore West,Kenchenahalli Extension 6,"Grocery, Pharmacy, Cafe",47751,213283,26280,1,349,,No,12627.0,3603 (28.5%),25-44,0,3,0.2913487031551263
Bangalore Urban,Bangalore West,Nayandahalli Stage 6,"Automotive, Hardware, Restaurant",98069,468058,33052,7,3025,,No,12627.0,3603 (28.5%),25-44,0,3,0.24894570472178953
Bangalore Urban,Bangalore West,Deepanjali Nagar Phase 6,"Grocery, Electronics, Pharmacy",74748,410727,31531,8,5143,,No,12627.0,3603 (28.5%),25-44,0,3,0.3047796384525475
Bangalore Urban,Bangalore West,Attiguppe Block 6,"Cafe, Bakery, Clothing Store",25801,470195,37804,2,1074,,No,12627.0,3603 (28.5%),25-44,0,3,0.33596355803008215
Bangalore Urban,Bangalore West,Chandra Layout Cross 6,"Restaurant, Grocery, Pharmacy",39190,265596,43903,8,9617,,No,12627.0,3603 (28.5%),25-44,0,3,0.5470550501042427
Bangalore Urban,Bangalore West,Vijayanagar Market 6,"Clothing Store, Cafe, Jewellery",69689,494686,59857,9,7292,,No,12627.0,3603 (28.5%),25-44,0,3,0.4753949252110726
Bangalore Urban,Bangalore West,Hampinagar Industrial Area 6,"Electronics, Supermarket, Pharmacy",70993,451413,25142,6,9275,,No,12627.0,3603 (28.5%),25-44,0,3,0.5224735373470842
Bangalore Urban,Bangalore West,RPC Layout Layout 6,"Grocery, Cafe, Fitness",49592,323988,64517,5,9180,,No,12627.0,3603 (28.5%),25-44,0,3,0.6987865842065469
Bangalore Urban,Bangalore West,Magadi Road Main Road 6,"Hardware, Automotive, Restaurant",30647,346898,63355,9,2772,,No,12627.0,3603 (28.5%),25-44,0,3,0.29142317156204456
Bangalore Urban,Bangalore West,Kamakshipalya Extension 7,"Industrial Supplies, Automotive, Grocery",28716,447373,24866,9,7379,,No,12627.0,3603 (28.5%),25-44,0,3,0.34621452496578653
Bangalore Urban,Bangalore West,Sunkadakatte Stage 7,"Supermarket, Electronics, Furniture",108891,359273,19531,1,7631,,No,12627.0,3603 (28.5%),25-44,0,3,0.5835069079603362
Bangalore Urban,Bangalore West,Herohalli Phase 7,"Grocery, Pharmacy, Restaurant",107545,322186,60454,3,9618,,No,12627.0,3603 (28.5%),25-44,0,3,0.7641036688411776
Bangalore Urban,Bangalore West,Ullal Block 7,"Grocery, Pharmacy, Cafe",109912,81665,53098,9,8762,,No,12627.0,3603 (28.5%),25-44,0,3,0.5138633667951751
Bangalore Urban,Bangalore West,Moodalapalya Cross 7,"Grocery, Fitness, Cafe",90316,266584,53278,2,2087,,No,12627.0,3603 (28.5%),25-44,0,3,0.4389799755592223
Bangalore Urban,Bangalore West,Basaveshwaranagar Market 7,"Clothing Store, Jewellery, Cafe",22368,136953,74890,4,190,,No,12627.0,3603 (28.5%),25-44,0,3,0.3766800724306125
Bangalore Urban,Bangalore West,Rajarajeshwari Nagar Industrial Area 7,"Cafe, Supermarket, Pharmacy, Electronics",97575,496072,79027,4,8821,,No,12627.0,3603 (28.5%),25-44,0,4,0.8923673349310967
Bangalore Urban,Bangalore West,Kengeri Layout 7,"Supermarket, Restaurant, Electronics, Pharmacy",26655,178448,72906,2,4159,,No,12627.0,3603 (28.5%),25-44,0,4,0.7272852319055357
Bangalore Urban,Bangalore West,Kengeri Satellite Town Main Road 7,"Grocery, Cafe, Furniture, Pharmacy",90031,206626,43138,3,2873,,No,12627.0,3603 (28.5%),25-44,0,4,0.5272112874132308
Bangalore Urban,Bangalore West,Ideal Homes Township Extension 8,"Supermarket, Pharmacy, Fitness",96429,165271,42065,3,9978,,No,12627.0,3603 (28.5%),25-44,0,3,0.7099308101829581
Bangalore Urban,Bangalore West,BHEL Layout Stage 8,"Grocery, Electronics, Hardware",111083,138533,44956,1,8483,,No,12627.0,3603 (28.5%),25-44,0,3,0.7173139164665276
Bangalore Urban,Bangalore West,Kenchenahalli Phase 8,"Grocery, Pharmacy, Cafe",107922,494628,56732,6,7509,,No,12627.0,3603 (28.5%),25-44,0,3,0.5654528125464072
Bangalore Urban,Bangalore West,Nayandahalli Block 8,"Automotive, Hardware, Restaurant",75766,464164,54261,8,4540,,No,12627.0,3603 (28.5%),25-44,0,3,0.3648445341022122
Bangalore Urban,Bangalore West,Deepanjali Nagar Cross 8,"Grocery, Electronics, Pharmacy",33403,93781,74381,3,7447,,No,12627.0,3603 (28.5%),25-44,0,3,0.7222824079129428
Bangalore Urban,Bangalore West,Attiguppe Market 8,"Cafe, Bakery, Clothing Store",52097,485966,75767,5,1108,,No,12627.0,3603 (28.5%),25-44,0,3,0.3892558757010194
Bangalore Urban,Bangalore West,Chandra Layout Industrial Area 8,"Restaurant, Grocery, Pharmacy",98657,86262,25759,1,3883,,No,12627.0,3603 (28.5%),25-44,0,3,0.4436022690511374
Bangalore Urban,Bangalore West,Vijayanagar Layout 8,"Clothing Store, Cafe, Jewellery",30966,328744,20439,7,6746,,No,12627.0,3603 (28.5%),25-44,0,3,0.3634068866403526
Bangalore Urban,Bangalore West,Hampinagar Main Road 8,"Electronics, Supermarket, Pharmacy",119157,96898,62241,1,4398,,No,12627.0,3603 (28.5%),25-44,0,3,0.6047219057547129
Bangalore Urban,Bangalore West,RPC Layout Extension 9,"Grocery, Cafe, Fitness",113848,475699,57533,9,4768,,No,12627.0,3603 (28.5%),25-44,0,3,0.35640861692993553
Bangalore Urban,Bangalore West,Magadi Road Stage 9,"Hardware, Automotive, Restaurant",72921,169369,43270,8,4387,,No,12627.0,3603 (28.5%),25-44,0,3,0.3163977719637441
Bangalore Urban,Bangalore West,Kamakshipalya Phase 9,"Industrial Supplies, Automotive, Grocery",69726,50448,28279,7,2152,,No,12627.0,3603 (28.5%),25-44,0,3,0.1927065978804907
Bangalore Urban,Bangalore West,Sunkadakatte Block 9,"Supermarket, Electronics, Furniture",70300,308316,54279,7,6109,,No,12627.0,3603 (28.5%),25-44,0,3,0.4642095862411194
Bangalore Urban,Bangalore West,Herohalli Cross 9,"Grocery, Pharmacy, Restaurant",42677,456090,59251,5,1816,,No,12627.0,3603 (28.5%),25-44,0,3,0.3573887165402917
Bangalore Urban,Bangalore West,Ullal Market 9,"Grocery, Pharmacy, Cafe",75609,27657,38888,5,410,,No,12627.0,3603 (28.5%),25-44,0,3,0.21864088198143586
Bangalore Urban,Bangalore West,Moodalapalya Industrial Area 9,"Grocery, Fitness, Cafe",116825,497602,32630,5,4638,,No,12627.0,3603 (28.5%),25-44,0,3,0.3793800390181097
Bangalore Urban,Bangalore West,Basaveshwaranagar Layout 9,"Clothing Store, Jewellery, Cafe",76661,276689,76063,1,1360,,No,12627.0,3603 (28.5%),25-44,0,3,0.5246633315455165
Bangalore Urban,Bangalore West,Rajarajeshwari Nagar Main Road 9,"Cafe, Supermarket, Pharmacy, Electronics",51024,438641,67991,8,4032,,No,12627.0,3603 (28.5%),25-44,0,4,0.5181371104776711
Bangalore Urban,Bangalore West,Kengeri Extension 10,"Supermarket, Restaurant, Electronics, Pharmacy",90313,439901,72703,1,684,,No,12627.0,3603 (28.5%),25-44,0,4,0.6056762961588028
Bangalore Urban,Bangalore West,Kengeri Satellite Town Stage 10,"Grocery, Cafe, Furniture, Pharmacy",73006,394999,77360,4,7716,,No,12627.0,3603 (28.5%),25-44,0,4,0.8378069288853153
Bangalore Urban,Bangalore West,Ideal Homes Township Phase 10,"Supermarket, Pharmacy, Fitness",115285,437794,50144,9,8651,,No,12627.0,3603 (28.5%),25-44,0,3,0.4977928470760309
Bangalore Urban,Bangalore West,BHEL Layout Block 10,"Grocery, Electronics, Hardware",35338,179903,67161,9,2966,,No,12627.0,3603 (28.5%),25-44,0,3,0.31435392144028873
Bangalore Urban,Bangalore West,Kenchenahalli Cross 10,"Grocery, Pharmacy, Cafe",88027,27906,46182,5,5998,,No,12627.0,3603 (28.5%),25-44,0,3,0.49023626375701945
Bangalore Urban,Bangalore West,Nayandahalli Market 10,"Automotive, Hardware, Restaurant",112772,343557,75337,4,2111,,No,12627.0,3603 (28.5%),25-44,0,3,0.4622165743945241
Bangalore Urban,Bangalore West,Deepanjali Nagar Industrial Area 10,"Grocery, Electronics, Pharmacy",100135,74028,40538,3,6351,,No,12627.0,3603 (28.5%),25-44,0,3,0.5458353926726234
Bangalore Urban,Bangalore West,Attiguppe Layout 10,"Cafe, Bakery, Clothing Store",39508,289431,26824,3,5039,,No,12627.0,3603 (28.5%),25-44,0,3,0.43645836739498634
Bangalore Urban,Bangalore West,Chandra Layout Main Road 10,"Restaurant, Grocery, Pharmacy",23051,315804,65979,5,4106,,No,12627.0,3603 (28.5%),25-44,0,3,0.4828992674560071
Bangalore Urban,Dasarahalli,Peenya,"Industrial Supplies, Machinery, Hardware",68747,488974,47125,1,1725,,No,12627.0,3603 (28.5%),25-44,0,3,0.43061901341435926
Bangalore Urban,Dasarahalli,Jalahalli,"Supermarket, Pharmacy, Restaurants",107142,342648,21979,5,990,,No,12627.0,3603 (28.5%),25-44,0,3,0.1796939192889707
Bangalore Urban,Dasarahalli,Bagalagunte,"Grocery, Pharmacy, Electronics",107235,210792,41189,6,6178,,No,12627.0,3603 (28.5%),25-44,0,3,0.44829577249531605
Bangalore Urban,Dasarahalli,Hesaraghatta,"Dairy, Agriculture, Nurseries",74021,122979,57600,7,7136,,No,12627.0,3603 (28.5%),25-44,0,3,0.5216516010731078
Bangalore Urban,Dasarahalli,Chikkabanavara,"Grocery, Pharmacy, Restaurant",86412,54701,74560,9,9023,,No,12627.0,3603 (28.5%),25-44,0,3,0.6068167953592624
Bangalore Urban,Dasarahalli,T Dasarahalli,"Supermarket, Electronics, Furniture",78335,103300,27504,3,4061,,No,12627.0,3603 (28.5%),25-44,0,3,0.39635996547767005
Bangalore Urban,Dasarahalli,Thammenahalli,"Agriculture, Nurseries, Hardware",76179,261249,72721,2,2604,,No,12627.0,3603 (28.5%),25-44,0,3,0.5354330876277514
Bangalore Urban,Dasarahalli,Mallasandra,"Grocery, Automotive, Pharmacy",52093,168746,76558,3,8906,,No,12627.0,3603 (28.5%),25-44,0,3,0.7942305212823184
Bangalore Urban,Dasarahalli,Abbigere,"Grocery, Pharmacy, Cafe",89678,103560,35669,9,3906,,No,12627.0,3603 (28.5%),25-44,0,3,0.23569815323244916
Bangalore Urban,Dasarahalli,Laggere,"Hardware, Automotive, Grocery",100738,262615,21910,7,6200,,No,12627.0,3603 (28.5%),25-44,0,3,0.34516822036799166
Bangalore Urban,Dasarahalli,Nagasandra,"Furniture, Electronics, Supermarket",59734,437090,72713,9,1819,,No,12627.0,3603 (28.5%),25-44,0,3,0.28539509608270897
Bangalore Urban,Dasarahalli,Dasarahalli,"Supermarket, Pharmacy, Restaurant",92615,63642,61857,2,6786,,No,12627.0,3603 (28.5%),25-44,0,3,0.676660360850778
Bangalore Urban,Dasarahalli,Hegganahalli,"Hardware, Automotive, Grocery",93523,347304,49964,5,1687,,No,12627.0,3603 (28.5%),25-44,0,3,0.3164651418518447
Bangalore Urban,Dasarahalli,Tavarekere (West),"Agriculture, Nurseries, Grocery",114476,299746,35131,4,7100,,No,12627.0,3603 (28.5%),25-44,0,3,0.5271542993389259
Bangalore Urban,Dasarahalli,Thotadaguddadahalli,"Agriculture, Nurseries, Grocery",37019,385464,40227,2,9903,,No,12627.0,3603 (28.5%),25-44,0,3,0.7304937428078994
Bangalore Urban,Dasarahalli,Peenya Industrial Area,"Industrial Supplies, Machinery, Engineering Services",103613,108801,20978,9,996,,No,12627.0,3603 (28.5%),25-44,0,3,0.05286706512275835
Bangalore Urban,Dasarahalli,Vidyaranyapura (West),"Grocery, Pharmacy, Cafe",111794,308075,36991,9,5658,,No,12627.0,3603 (28.5%),25-44,0,3,0.3171843157256319
Bangalore Urban,Dasarahalli,Jalahalli Cross,"Automotive, Restaurant, Grocery",106672,114377,32153,6,8569,,No,12627.0,3603 (28.5%),25-44,0,3,0.5183058524765998
Bangalore Urban,Dasarahalli,Soundarya Layout,"Grocery, Pharmacy, Cafe",93847,311336,74765,6,4747,,No,12627.0,3603 (28.5%),25-44,0,3,0.5134428284310907
Bangalore Urban,Dasarahalli,Chokkasandra,"Hardware, Automotive, Grocery",102750,328686,48548,8,9928,,No,12627.0,3603 (28.5%),25-44,0,3,0.5782804799283064
Bangalore Urban,Dasarahalli,Peenya Extension 1,"Industrial Supplies, Machinery, Hardware",99634,409159,57676,6,2532,,No,12627.0,3603 (28.5%),25-44,0,3,0.3518302736097063
Bangalore Urban,Dasarahalli,Jalahalli Stage 1,"Supermarket, Pharmacy, Restaurants",48251,324664,54071,1,4004,,No,12627.0,3603 (28.5%),25-44,0,3,0.5564779656741176
Bangalore Urban,Dasarahalli,Bagalagunte Phase 1,"Grocery, Pharmacy, Electronics",45945,346916,62454,4,6937,,No,12627.0,3603 (28.5%),25-44,0,3,0.6238769245927911
Bangalore Urban,Dasarahalli,Hesaraghatta Block 1,"Dairy, Agriculture, Nurseries",110852,471978,18983,7,1549,,No,12627.0,3603 (28.5%),25-44,0,3,0.13106214882370473
Bangalore Urban,Dasarahalli,Chikkabanavara Cross 1,"Grocery, Pharmacy, Restaurant",52217,332250,24503,2,4600,,No,12627.0,3603 (28.5%),25-44,0,3,0.4392997739194332
Bangalore Urban,Dasarahalli,T Dasarahalli Market 1,"Supermarket, Electronics, Furniture",28308,101121,75703,9,5554,,No,12627.0,3603 (28.5%),25-44,0,3,0.4597638140936112
Bangalore Urban,Dasarahalli,Thammenahalli Industrial Area 1,"Agriculture, Nurseries, Hardware",25949,45559,79379,8,9524,,No,12627.0,3603 (28.5%),25-44,0,3,0.6778167534379254
Bangalore Urban,Dasarahalli,Mallasandra Layout 1,"Grocery, Automotive, Pharmacy",71990,387739,44921,8,4217,,No,12627.0,3603 (28.5%),25-44,0,3,0.31525284522787433
Bangalore Urban,Dasarahalli,Abbigere Main Road 1,"Grocery, Pharmacy, Cafe",21150,53742,72866,7,8969,,No,12627.0,3603 (28.5%),25-44,0,3,0.6596646187926994
Bangalore Urban,Dasarahalli,Laggere Extension 2,"Hardware, Automotive, Grocery",109480,351813,31905,4,2128,,No,12627.0,3603 (28.5%),25-44,0,3,0.29790260124410795
Bangalore Urban,Dasarahalli,Nagasandra Stage 2,"Furniture, Electronics, Supermarket",94740,493415,60838,2,6945,,No,12627.0,3603 (28.5%),25-44,0,3,0.6797270252420774
Bangalore Urban,Dasarahalli,Dasarahalli Phase 2,"Supermarket, Pharmacy, Restaurant",86617,172826,74664,3,3858,,No,12627.0,3603 (28.5%),25-44,0,3,0.5667240114870946
Bangalore Urban,Dasarahalli,Hegganahalli Block 2,"Hardware, Automotive, Grocery",114841,155044,73279,6,6004,,No,12627.0,3603 (28.5%),25-44,0,3,0.5626544968722051
Bangalore Urban,Dasarahalli,Tavarekere (West) Cross 2,"Agriculture, Nurseries, Grocery",36896,352975,38953,5,4724,,No,12627.0,3603 (28.5%),25-44,0,3,0.40716279882892437
